832/2/68|ToughThought/12345ieee|||C,CNB,CNP,CNBP,RC,RCNB,RCNP,RCNBP
832/3/69|ToughThought|https://youtu.be/IZC2Qv2SudU|video|
836/3/66|GuavaMoment|https://youtu.be/38ncwCQICl8||
842/3/61|cearn|https://youtu.be/aNOT3FKWkLM||
852/2/60|12345ieee|||
893/2/76|whoever314|https://youtu.be/lh6FI5OIf3g|video|
1013/3/52|12345ieee|||
1054/2/55|12345ieee|||
1170/2/54|12345ieee|||
1170/3/48|12345ieee|||
1335/2/47|12345ieee|||
1416/3/42|12345ieee|||
1575/2/46|whoever314|||
2083/2/36|12345ieee|||
2225/2/34|Andy/12345ieee|https://youtu.be/PrEISpaCZ9A||S,SNB,SNP,SNBP,RS,RSNB,RSNP,RSNBP
